Mode,Dof,ControlType,Trial,whichStim,NormF,ShearF,NormP,ShearP
1,1,0,0,-402337380,0.263235,0.0177499,0.16061,0
1,1,0,0,-402337380,0.358443,0.0245677,0.255174,0
1,1,0,0,-402337380,0.454632,0.0308192,0.347529,0
1,1,0,0,-402337380,0.46813,0.0322573,0.459754,0
1,1,0,0,-402337380,0.443033,0.030991,0.553398,0
1,1,0,0,-402337380,0.43633,0.0309581,0.658815,0
1,1,0,0,-402337380,0.437769,0.0316454,0.762393,0
1,1,0,0,-402337380,0.428468,0.031165,0.856405,0
1,1,0,0,-402337380,0.426886,0.0317882,0.950968,0
1,1,0,0,-402337380,0.438098,0.0325986,1.04627,0
1,1,0,0,-402337380,0.438157,0.0314884,1.14506,0
1,1,0,0,-402337380,0.424436,0.0302057,1.24901,0
1,1,0,0,-402337380,0.428675,0.0300654,1.34247,0
1,1,0,0,-402337380,0.428999,0.0286578,1.45506,0
1,1,0,0,-402337380,0.415986,0.027269,1.55202,0
1,1,0,0,-402337380,0.408968,0.0275189,1.64639,0
1,1,0,0,-402337380,0.413524,0.0284808,1.75328,0
1,1,0,0,-402337380,0.420327,0.0294881,1.84233,0
1,1,0,0,-402337380,0.427587,0.0305477,1.94259,0
1,1,0,0,-402337380,0.441884,0.0317601,2.04047,0
1,1,0,0,-402337380,0.450964,0.0322727,2.14258,0
1,1,0,0,-402337380,0.451091,0.0321735,2.23879,0
